id,tender_number,tender_number_en,tender_name_ar,tender_name_en,entity_ar,entity_en,category_ar,category_en,grade_ar,grade_en,tender_type_ar,tender_type_en,sales_end_date,bid_closing_date,actual_opening_date,fee,bank_guarantee,view,is_retender,is_scc_relevant,is_subcontract,parent_tender_number,parent_tender_name,raw_data,first_seen,last_seen,scraped_at
6307,"2026/73/ه ت م ص م/م ع ش ا م -35- اعادة طرح - 1","73/2026/SMES/GDAFA-35- Recall - 1","توفير برامج للتصميم","Providing design programs","هيئة تنمية المؤسسات الصغيرة والمتوسطة","Small and Medium Enterprises Development Authority","خدمات تقنية المعلومات","Information Technology Services","الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,2026-05-21,2026-05-25,,,,NewTenders,0,0,0,,,"{""dates"": ""Sales EndDate:21-05-2026-Bid Closing Date:25-05-2026"", ""tender_number"": ""2026/73/\u0647 \u062a \u0645 \u0635 \u0645/\u0645 \u0639 \u0634 \u0627 \u0645 -35- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 1"", ""tender_number_en"": ""73/2026/SMES/GDAFA-35- Recall - 1"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0647\u064a\u0626\u0629 \u062a\u0646\u0645\u064a\u0629 \u0627\u0644\u0645\u0624\u0633\u0633\u0627\u062a \u0627\u0644\u0635\u063a\u064a\u0631\u0629 \u0648\u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629"", ""entity_en"": ""Small and Medium Enterprises Development Authority"", ""category_grade_ar"": ""\u062e\u062f\u0645\u0627\u062a \u062a\u0642\u0646\u064a\u0629 \u0627\u0644\u0645\u0639\u0644\u0648\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Information Technology Services [Excellent,First,Second,Third,Fourth]"", ""tender_name_ar"": ""\u062a\u0648\u0641\u064a\u0631 \u0628\u0631\u0627\u0645\u062c \u0644\u0644\u062a\u0635\u0645\u064a\u0645"", ""tender_name_en"": ""Providing design programs"", ""sales_end_date"": ""21-05-2026"", ""bid_closing_date"": ""25-05-2026"", ""_view"": ""NewTenders""}","2026-05-19 02:04:41","2026-05-19 02:04:41","2026-05-19 02:04:41"
6308,"2026/478/ج ت ع ت/ك ت ع م ع-168",478/2026/UTAS/HCTDO-168,"تجديد برمج التصميم والمونتاج","Updating design and editing .....","جامعة التقنية والعلوم التطبيقية","University Of Technology And Applied Sciences","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2026-05-18,2026-05-19,,,,NewTenders,0,0,0,,,"{""dates"": ""Sales EndDate:18-05-2026-Bid Closing Date:19-05-2026"", ""tender_number"": ""2026/478/\u062c \u062a \u0639 \u062a/\u0643 \u062a \u0639 \u0645 \u0639-168"", ""tender_number_en"": ""478/2026/UTAS/HCTDO-168"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u062c\u0627\u0645\u0639\u0629 \u0627\u0644\u062a\u0642\u0646\u064a\u0629 \u0648\u0627\u0644\u0639\u0644\u0648\u0645 \u0627\u0644\u062a\u0637\u0628\u064a\u0642\u064a\u0629"", ""entity_en"": ""University Of Technology And Applied Sciences"", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""tender_name_ar"": ""\u062a\u062c\u062f\u064a\u062f \u0628\u0631\u0645\u062c \u0627\u0644\u062a\u0635\u0645\u064a\u0645 \u0648\u0627\u0644\u0645\u0648\u0646\u062a\u0627\u062c"", ""tender_name_en"": ""Updating design and editing ....."", ""sales_end_date"": ""18-05-2026"", ""bid_closing_date"": ""19-05-2026"", ""_view"": ""NewTenders""}","2026-05-19 02:04:41","2026-05-19 02:04:41","2026-05-19 02:04:41"
6309,"2026/75/و ث ر ش/ق م-70",75/2026/MCSY/PRC-70,"اثاث مكتبي","office furniture","وزارة الثقافة والرياضة والشباب","Ministry of Culture Sports And Youth","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,2026-05-20,2026-05-24,,,,NewTenders,0,0,0,,,"{""dates"": ""Sales EndDate:20-05-2026-Bid Closing Date:24-05-2026"", ""tender_number"": ""2026/75/\u0648 \u062b \u0631 \u0634/\u0642 \u0645-70"", ""tender_number_en"": ""75/2026/MCSY/PRC-70"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062b\u0642\u0627\u0641\u0629 \u0648\u0627\u0644\u0631\u064a\u0627\u0636\u0629 \u0648\u0627\u0644\u0634\u0628\u0627\u0628"", ""entity_en"": ""Ministry of Culture Sports And Youth"", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""tender_name_ar"": ""\u0627\u062b\u0627\u062b \u0645\u0643\u062a\u0628\u064a"", ""tender_name_en"": ""office furniture"", ""sales_end_date"": ""20-05-2026"", ""bid_closing_date"": ""24-05-2026"", ""_view"": ""NewTenders""}","2026-05-19 02:04:41","2026-05-19 02:04:41","2026-05-19 02:04:41"
6310,"2026/1905/و ص/ م ر -134",1905/2026/MOH/HQ-134,"توريد مواد جراحية (قسطرة الك.....","Supply of Surgical Items (Ad.....","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2026-05-31,2026-06-10,,145.0,,NewTenders,0,0,0,,,"{""dates"": ""Sales EndDate:31-05-2026-Bid Closing Date:10-06-2026"", ""fee"": ""145"", ""tender_number"": ""2026/1905/\u0648 \u0635/ \u0645 \u0631 -134"", ""tender_number_en"": ""1905/2026/MOH/HQ-134"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0645\u0648\u0627\u062f \u062c\u0631\u0627\u062d\u064a\u0629 (\u0642\u0633\u0637\u0631\u0629 \u0627\u0644\u0643....."", ""tender_name_en"": ""Supply of Surgical Items (Ad....."", ""sales_end_date"": ""31-05-2026"", ""bid_closing_date"": ""10-06-2026"", ""_view"": ""NewTenders""}","2026-05-19 02:04:41","2026-05-19 02:04:41","2026-05-19 02:04:41"
6311,"2026/55/ص ح ا/ق ت-44",55/2026/SPF/SS-44,"تجديدخدمة الدعم والمساندة لأ.....","Linux Support Services from .....","صندوق الحماية الاجتماعية","Social Protection Fund","خدمات تقنية المعلومات","Information Technology Services","الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,2026-05-21,2026-05-24,,,,NewTenders,0,0,0,,,"{""dates"": ""Sales EndDate:21-05-2026-Bid Closing Date:24-05-2026"", ""tender_number"": ""2026/55/\u0635 \u062d \u0627/\u0642 \u062a-44"", ""tender_number_en"": ""55/2026/SPF/SS-44"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0635\u0646\u062f\u0648\u0642 \u0627\u0644\u062d\u0645\u0627\u064a\u0629 \u0627\u0644\u0627\u062c\u062a\u0645\u0627\u0639\u064a\u0629"", ""entity_en"": ""Social Protection Fund"", ""category_grade_ar"": ""\u062e\u062f\u0645\u0627\u062a \u062a\u0642\u0646\u064a\u0629 \u0627\u0644\u0645\u0639\u0644\u0648\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Information Technology Services [Excellent,First,Second,Third,Fourth]"", ""tender_name_ar"": ""\u062a\u062c\u062f\u064a\u062f\u062e\u062f\u0645\u0629 \u0627\u0644\u062f\u0639\u0645 \u0648\u0627\u0644\u0645\u0633\u0627\u0646\u062f\u0629 \u0644\u0623....."", ""tender_name_en"": ""Linux Support Services from ....."", ""sales_end_date"": ""21-05-2026"", ""bid_closing_date"": ""24-05-2026"", ""_view"": ""NewTenders""}","2026-05-19 02:04:41","2026-05-19 02:04:41","2026-05-19 02:04:41"
6312,"2026/129/و ع/ق م-127",129/2026/MOI/PRC-127,"طابعة",printer,"وزارة الإعلام","Ministry of Information","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2026-05-24,2026-05-24,,,,NewTenders,0,0,0,,,"{""dates"": ""Sales EndDate:24-05-2026-Bid Closing Date:24-05-2026"", ""tender_number"": ""2026/129/\u0648 \u0639/\u0642 \u0645-127"", ""tender_number_en"": ""129/2026/MOI/PRC-127"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0625\u0639\u0644\u0627\u0645"", ""entity_en"": ""Ministry of Information"", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""tender_name_ar"": ""\u0637\u0627\u0628\u0639\u0629"", ""tender_name_en"": ""printer"", ""sales_end_date"": ""24-05-2026"", ""bid_closing_date"": ""24-05-2026"", ""_view"": ""NewTenders""}","2026-05-19 02:04:41","2026-05-19 02:04:41","2026-05-19 02:04:41"
6313,"2026/44/ش ت ن ع/ق م ش -34- اعادة طرح - 1","44/2026/NODC/PRC-34- Recall - 1","توريد كراتين","supply cartons","شركة تنمية نخيل عمان","Nakheel Oman Development Company","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2026-05-29,2026-05-30,,,,NewTenders,0,0,0,,,"{""dates"": ""Sales EndDate:29-05-2026-Bid Closing Date:30-05-2026"", ""tender_number"": ""2026/44/\u0634 \u062a \u0646 \u0639/\u0642 \u0645 \u0634 -34- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 1"", ""tender_number_en"": ""44/2026/NODC/PRC-34- Recall - 1"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0634\u0631\u0643\u0629 \u062a\u0646\u0645\u064a\u0629 \u0646\u062e\u064a\u0644 \u0639\u0645\u0627\u0646"", ""entity_en"": ""Nakheel Oman Development Company"", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0643\u0631\u0627\u062a\u064a\u0646"", ""tender_name_en"": ""supply cartons"", ""sales_end_date"": ""29-05-2026"", ""bid_closing_date"": ""30-05-2026"", ""_view"": ""NewTenders""}","2026-05-19 02:04:41","2026-05-19 02:04:41","2026-05-19 02:04:41"
6314,"2026/47/م م ش ب/ م ر -14",47/2026/NBGO/HQ-14,"تقديم خدمات تنظيم الفعاليات .....","Hiring of Event management S.....","مكتب محافظ شمال الباطنة","North Al Batinah Governor Office","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,,,,10.0,,InProcessTenders,0,0,0,,,"{""dates"": ""18-05-2026 01:50"", ""fee"": ""10"", ""tender_number"": ""2026/47/\u0645 \u0645 \u0634 \u0628/ \u0645 \u0631 -14"", ""tender_number_en"": ""47/2026/NBGO/HQ-14"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0645\u0643\u062a\u0628 \u0645\u062d\u0627\u0641\u0638 \u0634\u0645\u0627\u0644 \u0627\u0644\u0628\u0627\u0637\u0646\u0629"", ""entity_en"": ""North Al Batinah Governor Office"", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""tender_name_ar"": ""\u062a\u0642\u062f\u064a\u0645 \u062e\u062f\u0645\u0627\u062a \u062a\u0646\u0638\u064a\u0645 \u0627\u0644\u0641\u0639\u0627\u0644\u064a\u0627\u062a ....."", ""tender_name_en"": ""Hiring of Event management S....."", ""date"": ""18-05-2026"", ""_view"": ""InProcessTenders""}","2026-05-19 02:04:41","2026-05-19 02:04:41","2026-05-19 02:04:41"
6315,"2026/25/م م/ م ك-19",25/2026/MM/QS-19,"توريد مواد بناء سباكة بسعر ا.....","Supply of plumbing building .....","بلدية مسقط","Muscat Municipality","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,,,,25.0,,InProcessTenders,0,0,0,,,"{""dates"": ""18-05-2026 01:40"", ""fee"": ""25"", ""tender_number"": ""2026/25/\u0645 \u0645/ \u0645 \u0643-19"", ""tender_number_en"": ""25/2026/MM/QS-19"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0628\u0644\u062f\u064a\u0629 \u0645\u0633\u0642\u0637"", ""entity_en"": ""Muscat Municipality"", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0645\u0648\u0627\u062f \u0628\u0646\u0627\u0621 \u0633\u0628\u0627\u0643\u0629 \u0628\u0633\u0639\u0631 \u0627....."", ""tender_name_en"": ""Supply of plumbing building ....."", ""date"": ""18-05-2026"", ""_view"": ""InProcessTenders""}","2026-05-19 02:04:41","2026-05-19 02:04:41","2026-05-19 02:04:41"
6316,"2026/24/م م/ م ك-18",24/2026/MM/QS-18,"توريد مواد بسعر الوحدة (مواد.....","Supplying Electrical Materi.....","بلدية مسقط","Muscat Municipality","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,,,,25.0,,InProcessTenders,0,0,0,,,"{""dates"": ""18-05-2026 01:37"", ""fee"": ""25"", ""tender_number"": ""2026/24/\u0645 \u0645/ \u0645 \u0643-18"", ""tender_number_en"": ""24/2026/MM/QS-18"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0628\u0644\u062f\u064a\u0629 \u0645\u0633\u0642\u0637"", ""entity_en"": ""Muscat Municipality"", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0645\u0648\u0627\u062f \u0628\u0633\u0639\u0631 \u0627\u0644\u0648\u062d\u062f\u0629 (\u0645\u0648\u0627\u062f....."", ""tender_name_en"": ""Supplying Electrical Materi....."", ""date"": ""18-05-2026"", ""_view"": ""InProcessTenders""}","2026-05-19 02:04:41","2026-05-19 02:04:41","2026-05-19 02:04:41"
6317,"2026/1686/و ص/م ن ز و م-99",1686/2026/MOH/NIZHP-99,"عمل لوحات إرشادية","Manufacturing of Directional.....","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,,,,,,InProcessTenders,0,0,0,,,"{""dates"": ""18-05-2026 01:34"", ""tender_number"": ""2026/1686/\u0648 \u0635/\u0645 \u0646 \u0632 \u0648 \u0645-99"", ""tender_number_en"": ""1686/2026/MOH/NIZHP-99"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""tender_name_ar"": ""\u0639\u0645\u0644 \u0644\u0648\u062d\u0627\u062a \u0625\u0631\u0634\u0627\u062f\u064a\u0629"", ""tender_name_en"": ""Manufacturing of Directional....."", ""date"": ""18-05-2026"", ""_view"": ""InProcessTenders""}","2026-05-19 02:04:41","2026-05-19 02:04:41","2026-05-19 02:04:41"
