id,tender_number,tender_number_en,tender_name_ar,tender_name_en,entity_ar,entity_en,category_ar,category_en,grade_ar,grade_en,tender_type_ar,tender_type_en,sales_end_date,bid_closing_date,actual_opening_date,fee,bank_guarantee,view,is_retender,is_scc_relevant,is_subcontract,parent_tender_number,parent_tender_name,raw_data,first_seen,last_seen,scraped_at
3124,"2026/6/م م ج ب/ م ر -6",6/2026/SBGO/HQ-6,"توريد وتركيب ألعاب لمشروع ال.....","Supply and installation of p.....","مكتب محافظ جنوب الباطنة","South Al Batinah Governor Office","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,,,,10.0,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/6/\u0645 \u0645 \u062c \u0628/ \u0645 \u0631 -6"", ""dates"": ""26-03-2026 02:56"", ""fee"": ""10"", ""tender_number_en"": ""6/2026/SBGO/HQ-6"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0645\u0643\u062a\u0628 \u0645\u062d\u0627\u0641\u0638 \u062c\u0646\u0648\u0628 \u0627\u0644\u0628\u0627\u0637\u0646\u0629"", ""entity_en"": ""South Al Batinah Governor Office"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0648\u062a\u0631\u0643\u064a\u0628 \u0623\u0644\u0639\u0627\u0628 \u0644\u0645\u0634\u0631\u0648\u0639 \u0627\u0644....."", ""tender_name_en"": ""Supply and installation of p....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3125,"2026/24/ش ت ن ع/ م ر -6",24/2026/NODC/HQ-6,"توريد إيجار شاحنة قلاب","Supply of tipper truck renta.....","شركة تنمية نخيل عمان","Nakheel Oman Development Company","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,,,,25.0,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/24/\u0634 \u062a \u0646 \u0639/ \u0645 \u0631 -6"", ""dates"": ""26-03-2026 02:55"", ""fee"": ""25"", ""tender_number_en"": ""24/2026/NODC/HQ-6"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0634\u0631\u0643\u0629 \u062a\u0646\u0645\u064a\u0629 \u0646\u062e\u064a\u0644 \u0639\u0645\u0627\u0646"", ""entity_en"": ""Nakheel Oman Development Company"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0625\u064a\u062c\u0627\u0631 \u0634\u0627\u062d\u0646\u0629 \u0642\u0644\u0627\u0628"", ""tender_name_en"": ""Supply of tipper truck renta....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3126,"2026/5/م م ج ب/ م ر -5",5/2026/SBGO/HQ-5,"توريد و تركيب أثاث خرساني ل.....","Supply and instillation of .....","مكتب محافظ جنوب الباطنة","South Al Batinah Governor Office","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,,,,25.0,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/5/\u0645 \u0645 \u062c \u0628/ \u0645 \u0631 -5"", ""dates"": ""26-03-2026 02:44"", ""fee"": ""25"", ""tender_number_en"": ""5/2026/SBGO/HQ-5"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0645\u0643\u062a\u0628 \u0645\u062d\u0627\u0641\u0638 \u062c\u0646\u0648\u0628 \u0627\u0644\u0628\u0627\u0637\u0646\u0629"", ""entity_en"": ""South Al Batinah Governor Office"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0648 \u062a\u0631\u0643\u064a\u0628 \u0623\u062b\u0627\u062b \u062e\u0631\u0633\u0627\u0646\u064a \u0644....."", ""tender_name_en"": ""Supply and instillation of ....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3127,"2026/129/و ت أ/م ع ت م ظ-16",129/2026/MOSD/GDSDSG-16,"توريد لوازم مكتبية لمخزن الم.....","Supply of office supplies to.....","وزارة التنمية الاجتماعية","Ministry of Social Development","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/129/\u0648 \u062a \u0623/\u0645 \u0639 \u062a \u0645 \u0638-16"", ""dates"": ""26-03-2026 02:39"", ""tender_number_en"": ""129/2026/MOSD/GDSDSG-16"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062a\u0646\u0645\u064a\u0629 \u0627\u0644\u0627\u062c\u062a\u0645\u0627\u0639\u064a\u0629"", ""entity_en"": ""Ministry of Social Development"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0644\u0648\u0627\u0632\u0645 \u0645\u0643\u062a\u0628\u064a\u0629 \u0644\u0645\u062e\u0632\u0646 \u0627\u0644\u0645....."", ""tender_name_en"": ""Supply of office supplies to....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3128,"2026/4/م م ج ب/ م ر -4",4/2026/SBGO/HQ-4,"تطوير موقع عين الكسفه المرحل.....","Development of Ain Al-Kasfah.....","مكتب محافظ جنوب الباطنة","South Al Batinah Governor Office","المقاولات العمرانيه والصيانة","Construction and Maintenance","الثانية,الثالثة","Second,Third","عامة",Open,,,,10.0,,NewTenders,0,1,0,,,"{""tender_number"": ""2026/4/\u0645 \u0645 \u062c \u0628/ \u0645 \u0631 -4"", ""dates"": ""26-03-2026 02:26"", ""fee"": ""10"", ""tender_number_en"": ""4/2026/SBGO/HQ-4"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0645\u0643\u062a\u0628 \u0645\u062d\u0627\u0641\u0638 \u062c\u0646\u0648\u0628 \u0627\u0644\u0628\u0627\u0637\u0646\u0629"", ""entity_en"": ""South Al Batinah Governor Office"", ""tender_name_ar"": ""\u062a\u0637\u0648\u064a\u0631 \u0645\u0648\u0642\u0639 \u0639\u064a\u0646 \u0627\u0644\u0643\u0633\u0641\u0647 \u0627\u0644\u0645\u0631\u062d\u0644....."", ""tender_name_en"": ""Development of Ain Al-Kasfah....."", ""category_grade_ar"": ""\u0627\u0644\u0645\u0642\u0627\u0648\u0644\u0627\u062a \u0627\u0644\u0639\u0645\u0631\u0627\u0646\u064a\u0647 \u0648\u0627\u0644\u0635\u064a\u0627\u0646\u0629 [\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629]"", ""category_grade_en"": ""Construction and Maintenance [Second,Third]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3129,"2026/130/و ز ث س م/م ع أ غ-13",130/2026/MAFWR/DGFS-13,"توريد وتركيب ستائر هوائية لأ.....","Supply and installation of a.....","وزارة الثروة الزراعية والسمكية وموارد المياه","Ministry of Agricultural, Fisheries Wealth and Water Resources","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/130/\u0648 \u0632 \u062b \u0633 \u0645/\u0645 \u0639 \u0623 \u063a-13"", ""dates"": ""26-03-2026 02:19"", ""tender_number_en"": ""130/2026/MAFWR/DGFS-13"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062b\u0631\u0648\u0629 \u0627\u0644\u0632\u0631\u0627\u0639\u064a\u0629 \u0648\u0627\u0644\u0633\u0645\u0643\u064a\u0629 \u0648\u0645\u0648\u0627\u0631\u062f \u0627\u0644\u0645\u064a\u0627\u0647"", ""entity_en"": ""Ministry of Agricultural, Fisheries Wealth and Water Resources"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0648\u062a\u0631\u0643\u064a\u0628 \u0633\u062a\u0627\u0626\u0631 \u0647\u0648\u0627\u0626\u064a\u0629 \u0644\u0623....."", ""tender_name_en"": ""Supply and installation of a....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3130,"2026/901/و ص/م ن ز و م-63",901/2026/MOH/NIZHP-63,"اصلاح جهاز التليسكوب لقسم ا.....","REPAIR AN REPLACEMENT OF 30 .....","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/901/\u0648 \u0635/\u0645 \u0646 \u0632 \u0648 \u0645-63"", ""dates"": ""26-03-2026 01:28"", ""tender_number_en"": ""901/2026/MOH/NIZHP-63"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u0627\u0635\u0644\u0627\u062d \u062c\u0647\u0627\u0632 \u0627\u0644\u062a\u0644\u064a\u0633\u0643\u0648\u0628 \u0644\u0642\u0633\u0645 \u0627....."", ""tender_name_en"": ""REPAIR AN REPLACEMENT OF 30 ....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3131,"2026/146/و ت ت/ق م-90",146/2026/MOE/MOE2-90,"مناقصة توريد وصيانة أختام لم.....","Tender for the supply and ma.....","وزارة التربية والتعليم","Ministry of Education","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/146/\u0648 \u062a \u062a/\u0642 \u0645-90"", ""dates"": ""26-03-2026 01:18"", ""tender_number_en"": ""146/2026/MOE/MOE2-90"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062a\u0631\u0628\u064a\u0629 \u0648\u0627\u0644\u062a\u0639\u0644\u064a\u0645"", ""entity_en"": ""Ministry of Education"", ""tender_name_ar"": ""\u0645\u0646\u0627\u0642\u0635\u0629 \u062a\u0648\u0631\u064a\u062f \u0648\u0635\u064a\u0627\u0646\u0629 \u0623\u062e\u062a\u0627\u0645 \u0644\u0645....."", ""tender_name_en"": ""Tender for the supply and ma....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3132,"2026/26/و ت س/د ش م -23- اعادة طرح - 1","26/2026/MHT/DFA-23- Recall - 1","توفير عمال نظافة وفني لمركز .....","Providing cleaning staff for.....","وزارة التراث والسياحة","Ministry of Heritage and Tourism","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/26/\u0648 \u062a \u0633/\u062f \u0634 \u0645 -23- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 1"", ""dates"": ""26-03-2026 12:46"", ""tender_number_en"": ""26/2026/MHT/DFA-23- Recall - 1"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u062a\u0631\u0627\u062b \u0648\u0627\u0644\u0633\u064a\u0627\u062d\u0629"", ""entity_en"": ""Ministry of Heritage and Tourism"", ""tender_name_ar"": ""\u062a\u0648\u0641\u064a\u0631 \u0639\u0645\u0627\u0644 \u0646\u0638\u0627\u0641\u0629 \u0648\u0641\u0646\u064a \u0644\u0645\u0631\u0643\u0632 ....."", ""tender_name_en"": ""Providing cleaning staff for....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3133,"2026/32/ه ت م ص م/م ع ش ا م-14",32/2026/SMES/GDAFA-14,"برنامج تدريبي استراتيجية الت.....","Training program: Pricing st.....","هيئة تنمية المؤسسات الصغيرة والمتوسطة","Small and Medium Enterprises Development Authority","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/32/\u0647 \u062a \u0645 \u0635 \u0645/\u0645 \u0639 \u0634 \u0627 \u0645-14"", ""dates"": ""26-03-2026 12:40"", ""tender_number_en"": ""32/2026/SMES/GDAFA-14"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0647\u064a\u0626\u0629 \u062a\u0646\u0645\u064a\u0629 \u0627\u0644\u0645\u0624\u0633\u0633\u0627\u062a \u0627\u0644\u0635\u063a\u064a\u0631\u0629 \u0648\u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629"", ""entity_en"": ""Small and Medium Enterprises Development Authority"", ""tender_name_ar"": ""\u0628\u0631\u0646\u0627\u0645\u062c \u062a\u062f\u0631\u064a\u0628\u064a \u0627\u0633\u062a\u0631\u0627\u062a\u064a\u062c\u064a\u0629 \u0627\u0644\u062a....."", ""tender_name_en"": ""Training program: Pricing st....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3134,"2026/31/ه ت م ص م/م ع ش ا م-13",31/2026/SMES/GDAFA-13,"استراتيجيات التنبؤ المالي وا.....","Training program: Financial .....","هيئة تنمية المؤسسات الصغيرة والمتوسطة","Small and Medium Enterprises Development Authority","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/31/\u0647 \u062a \u0645 \u0635 \u0645/\u0645 \u0639 \u0634 \u0627 \u0645-13"", ""dates"": ""26-03-2026 12:37"", ""tender_number_en"": ""31/2026/SMES/GDAFA-13"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0647\u064a\u0626\u0629 \u062a\u0646\u0645\u064a\u0629 \u0627\u0644\u0645\u0624\u0633\u0633\u0627\u062a \u0627\u0644\u0635\u063a\u064a\u0631\u0629 \u0648\u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629"", ""entity_en"": ""Small and Medium Enterprises Development Authority"", ""tender_name_ar"": ""\u0627\u0633\u062a\u0631\u0627\u062a\u064a\u062c\u064a\u0627\u062a \u0627\u0644\u062a\u0646\u0628\u0624 \u0627\u0644\u0645\u0627\u0644\u064a \u0648\u0627....."", ""tender_name_en"": ""Training program: Financial ....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3135,"2026/28/ه ت م ص م/إ ت م ص م د-1",28/2026/SMES/DSMEDDG-1,"اليوم المفتوح لرواد الاعمال","Open Day for Entrepreneurs, .....","هيئة تنمية المؤسسات الصغيرة والمتوسطة","Small and Medium Enterprises Development Authority","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/28/\u0647 \u062a \u0645 \u0635 \u0645/\u0625 \u062a \u0645 \u0635 \u0645 \u062f-1"", ""dates"": ""26-03-2026 12:31"", ""tender_number_en"": ""28/2026/SMES/DSMEDDG-1"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0647\u064a\u0626\u0629 \u062a\u0646\u0645\u064a\u0629 \u0627\u0644\u0645\u0624\u0633\u0633\u0627\u062a \u0627\u0644\u0635\u063a\u064a\u0631\u0629 \u0648\u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629"", ""entity_en"": ""Small and Medium Enterprises Development Authority"", ""tender_name_ar"": ""\u0627\u0644\u064a\u0648\u0645 \u0627\u0644\u0645\u0641\u062a\u0648\u062d \u0644\u0631\u0648\u0627\u062f \u0627\u0644\u0627\u0639\u0645\u0627\u0644"", ""tender_name_en"": ""Open Day for Entrepreneurs, ....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3136,"2026/38/و ن ت ت م/ق م ش -31- اعادة طرح - 1","38/2026/MTCIT/DGPRC-31- Recall - 1","شراء وتوريد مستلزمات الطبية .....","Purchasing and supplying med.....","وزارة النقل والاتصالات وتقنية المعلومات","Ministry of Transport Communications and Information Technology","التوريدات",Supply,"الرابعة",Fourth,"مؤسسات صغيرة و المتوسطة",SME,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/38/\u0648 \u0646 \u062a \u062a \u0645/\u0642 \u0645 \u0634 -31- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 1"", ""dates"": ""26-03-2026 11:47"", ""tender_number_en"": ""38/2026/MTCIT/DGPRC-31- Recall - 1"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0646\u0642\u0644 \u0648\u0627\u0644\u0627\u062a\u0635\u0627\u0644\u0627\u062a \u0648\u062a\u0642\u0646\u064a\u0629 \u0627\u0644\u0645\u0639\u0644\u0648\u0645\u0627\u062a"", ""entity_en"": ""Ministry of Transport Communications and Information Technology"", ""tender_name_ar"": ""\u0634\u0631\u0627\u0621 \u0648\u062a\u0648\u0631\u064a\u062f \u0645\u0633\u062a\u0644\u0632\u0645\u0627\u062a \u0627\u0644\u0637\u0628\u064a\u0629 ....."", ""tender_name_en"": ""Purchasing and supplying med....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
3137,"2026/904/و ص/ق م-26",904/2026/MOH/PRC-26,"توريد أثاث مكاتب لمكتب أمن ا.....","Supply of Office Furniture f.....","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,,,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/904/\u0648 \u0635/\u0642 \u0645-26"", ""dates"": ""26-03-2026 11:42"", ""tender_number_en"": ""904/2026/MOH/PRC-26"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0623\u062b\u0627\u062b \u0645\u0643\u0627\u062a\u0628 \u0644\u0645\u0643\u062a\u0628 \u0623\u0645\u0646 \u0627....."", ""tender_name_en"": ""Supply of Office Furniture f....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""date"": ""26-03-2026"", ""_view"": ""In-Process Tenders""}","2026-05-02 01:37:26","2026-05-02 01:37:26","2026-05-02 01:37:26"
